cleaned_message,sentiment
dbx resistance at take out on heavy volume and i add,Bullish
dbx so many mm game be accumulate,Bullish
dbx watch this i have money i sell tsla and nestle,Bullish
dbx predict green close today,Bullish
dbx add share now,Bullish
dbx look like weak shake out to me,Bullish
dbx another chance to load tomorrow,Bullish
dbx bullish hodl,Bullish
jpm in at the ema,Bullish
jpm add feb call spread for er run up,Bullish
why do not jpm just buy it,Bullish
mu should wake up tomorrow get the call in play for this weekly call,Bullish
mu i get march call,Bullish
mu amd very interesting seem that mu be head of competitor for sure in high speed low latency low power consumption memory which would be essential once and device to device communication hit the market may not only be important for intc and amd bet whole host of other chip and high tech will be come on line with ddr standard for,Bullish
so true amd fb nflx msft mu,Bullish
mu look like tech auto forum at ces,Bullish
amd mu mrvl spy and qq both make it back to green where do we go from here,Bullish
mu amd aapl lol look at amd and aapl turn green ws need volatility to make money with dxi show strong pricing mu should soon be translate into upward move,Bullish
mu stronngg move on dxi today,Bullish
mu its all timing analyst need to get their client in take advantage of this volatility before they send out report cite dxi and bottom realize sad but its how they make money,Bullish
tech stock look to benefit from the growth eric nok mu,Bullish
mu dxi be bigtime green friday and again today wonder if when mu turn around and follow,Bullish
dbx load some lotto call next friday,Bullish
dbx something be up here either upgrade or buy out or any other positive stuff so many spike these day smart money,Bullish
dbx flexedbicep,Bullish
dbx let go,Bullish
dbx big bargain of the year moneywithwing,Bullish
crm operate margin and of net income come from mark to market of security in twlo mdb dbx they barely make any money yet manage way to pay themselves in in stock based compensation contrarian short everyone be on the same side of the boat buy holds sells spy be sucker game,Bearish
dbx maintain and close above it let get follow through tomorrow,Bullish
dbx add,Bullish
dbx break out with volume soonish,Bullish
msft amzn interesting double news here msft mixer not do as hot as twitch in term of number but twitch be sue by russia group should even out and continue this solid run,Bullish
indeed some folk will be live in fear of market quotdownturnquot all of their life they will die poor amd fb nflx msft mu,Bullish
thing look good yes he deserve special treatment amd fb nflx msft mu,Bullish
im in lt bearish position i think the fed pump can have only so much gas i dont see nearly as much upside as i do downside clink the link i give mm and click continue read at the bottom to expand the rate setting to more recent decade then pull up graph of the sampp for the past or so year i dont blame clinton for the tech bubble burst though his doj threaten to split up msft probably didnt help nor do i blame bush jr for the mortgage crisis thank the sampp i blame the fed for the pump pop cycle,Bearish
oh yeah run away and you forgot to cover up stupid amd fb nflx msft mu,Bullish
msft jan volume through the roof have not be follow any idea what they be do,Bullish
negative outlook medium to long term for msft rank after short term strength,Bearish
i will continue ho ho amd fb nflx msft mu,Bullish
look at raven industries new growth segment and partnership with alphabet for googles project loon balloon bring internet to the world ravn goog googl stock stockstobuy projectloon kenya investing,Bullish
goog green sls will follow lock whiteheavycheckmark,Bullish
sqq this be the day i be pray for absolute capitulation man this be awesome short now msft fb goog aapl,Bearish
oxy ba ecl goog be our stock opportunity for buy long but with high risk than our top suggestion more information about buy price range chart and expect buy return be give in our closing bell video only on justrading youtube channel check it out remember to subscribe and click the bell to be up to date with our daily stock analysis and suggestion that we give it for free thank,Bullish
you forgot to cover your ashole while run away mr bear goog aapl tsla amzn btcx,Bullish
imagine and envision how smart thing will be in the future with artificial intelligence well goog aapl tsla amzn spy,Bullish
every single tsla senior exec have bail on the company general counsels have resign in less than year why dopey longs name company that lose all of their senior exec that do not collapse in massive fraud name company ready set go,Bearish
the church of felon need the dumb and lazy to believe question if tsla be such great story why have all of the senior executive bail on the company why why general counsel in less than year why have all the cfo and cao resign why do the chief technology officer jb straubel bail why why why,Bearish
tsla rip bear,Bullish
cei tsla under what circumstance the brokerage close the short position automatically ask for friend lets say the sp go high to the point that the account go through margin call,Bullish
sell call against this tsla fraud have be the money maker i typically hedge with high strike put have not be as much of moneymaker selling fool the dream,Bearish
tsla cybertruck timeline updated tri motor first,Bullish
tsla why do you stupid bear tell me to sell at dumb short trader on the planet,Bullish
dear bear aapl tsla amzn spy btcx,Bullish
musk be racist piece of shit pathological and fraud tsla have never ever make money and will never ever make money,Bearish
tsla sandy munro highly approve cybertruck,Bullish
tsla musk be definitely not guilty,Bearish
still way up dopey this tsla fraud have hit these level for year now and always sell off as loss grow,Bearish
there need to be an to have dipshit tsla be the dumb company on earth globeshowingamericas,Bearish
yeah you must have mean the price to net loss ratio for tsla ask softbank guy it be all the rage these day,Bearish
aapl nflx fb tsla this china deal be total joke personally cost me at least bc i dump some of my holding due to the uncertainty that come with the trade war i will say i would be ok if it be actually good deal but we waste over year and in the end get them to commit to buy more soybean this have to be the dumb deal in history and i be trump supporter so do not come at me about that we lose on this deal and cost ourselves bunch of money in the process,Bearish
dis only disney have this kind of pop culture heft nflx be still little guy in the room,Bullish
he hate bear the green giant break out you be doom bear amd fb nflx msft mu,Bullish
folk beware amd fb nflx msft mu,Bullish
amd intc gs wait and see when titanic intel begin to tilt down everybody be go to make profit out of its demise intel have only imaginary marketing product until at the early intel be suppose to release nm on and nm on now nm will be release on all of intc current architecture be inadequate for server cloud etc because of chip security issue that cant be fix production quantity power consumption low number of core poor multi threading excessive high price low yield no chiplet no chip socket die fabric no pcie etc etc,Bullish
amd intc gs i do not say because of nvidia i say in the same way and reason nvidia go to in year nvidia have powerful high end product when it go up to amd have and be release barrage of cpus gpus apu chiplet and infinity fabric product which will be key to capture huge chunk of market share there be lot more to come over the next couple of year intel become stagnant when it think it kill amd but for intels surprise and for thise with technical knowledge amd come with huge new cpu gpu apu chiplet and infinity fabric architecture and product and be decimate intel profit to the core amd be in an historical stock profit run and eithet you cash in or you will be leave out by your own choice as simple as that,Bullish
many already stupid but smart amd bear short get out on november th by now any remain bear short be learn to stay away from amd and to start look at intel as their next victim what dark force make bear short think that they could short amd who in just year amd have provide stock profit and amd be just start its high end product profit run with barrage of high end product come over the next couple of year oem that choose intel over amd be have their profit severely impact by intels mislead advertising and intels highly deceive product and node fabrication release promise amd intc gs,Bullish
amd gs intc amd stock up over the last year february and amd be just start to release its high end product amd stock will go to in the same way and reason nvidia go from to in just year amd have deliver solid year if excellent execution and all amd doomer bear and short be lose an historical recovery drive by amd ceo dr lisa su amd be deliver real product not imaginary marketing product like intel which be out until at the early if intel even deliver,Bullish
that be why short and bear have be burn for the last year they dont know technology to understand why amd be wipe out intel they naively believe intc massive fake anti amd marketing amd have some incredible technology come over the next year in multiple area and now amd will follow nvidia run from to that happen in just year and nvidia be just gpu company you buy amd now because amd stock price will continue to up fast and you want to get it cheap same as the amd long that buy amd at and stay long because amd stock will go to the to over the next couple of year all bear and short have be prove totally wrong for consecutive year amd have make now stock gain to date and amd be just start its high performance product profit run gs,Bullish
spy baba intc noc gs swinging let get tomorrow start team partypopper clappinghandslightskintone flexedbicepslightskintone money mouthface try free for day dontbegreedy trendisyourfriend dontfindyourselfonthewrongside startsmallandgrow,Bullish
jpm fresh session all time high it have not even blink today xlf gs spy,Bullish
nflx still have some room to pullback will see if get it or not nflx,Bearish
nflx put,Bearish
nflx get run up again for no reason free trial do not count as concurrent user what ponzi,Bearish
nflx yes citi come out with more negative article lol,Bullish
nflx at on daily backteste after breakout mention caution higher but i kinda like it here put some feeler call out on weekly,Bullish
goog look for today or tomorrow,Bearish
fit do not forget amzn and goog both bidding,Bullish
fit apple watch revenue up what be fit value to goog now boom,Bullish
fit so there it be aapl watch up if goog android do not compete it all fall down fit be to google as ipod be to apple it be not the ipod it be not the watch it be the gateway,Bullish
fb snap twtr goog instagram be beast good decision zuck ever make buy insta for bill in few more year be go to repeat the same statement but for ocullus quest stadia quest magic,Bullish
fit goog,Bullish
fit have be in talk both goog and amzn for over month,Bullish
aapl buy aapl at fb at and goog at hold for more year old flexedbicep,Bullish
dbx massively undervalued expect massive move from current level luiespot,Bullish
dbx can someone please buy this company i be just ask nicely winkingface,Bullish
dbx look good,Bullish
got dbx share and call,Bullish
tsla open tomorrow,Bullish
tsla let us get that up to about burn all shortss,Bullish
and tsla,Bullish
tsla from the post today it seem that long get greedy and do not take profit maybe they be still bagholde from month ago and hope to become whole again funny stuff either way facewithtearsofjoy,Bearish
tsla dear fellow tesla bull just want to say congrat on this epic day but remember this be only the start of an epic run on journey into the universe to the moon and then to mars and then to infinity and beyond we have lot of ground to cover so buckle in strap on this rocket have not even leave the launchpad yet we just get fuel up and now we initiate the countdown little time leave get in before the weekend end as we launch next week monday morning good luck and god speed,Bullish
tsla andele andele mama ei ei oh uhh whats the fk be poppin tonight btches it be tezzyy tezzylaa fk you bear burn shortie,Bullish
tsla facescreaminginfear facescreaminginfear facescreaminginfear facescreaminginfear facescreaminginfear facescreaminginfear facescreaminginfear skullandcrossbones skullandcrossbones skullandcrossbones skullandcrossbones skullandcrossbones skullandcrossbones daamn daniel,Bullish
tsla reason will go up big tomorrow option cover call amp put institution want more bright future amp short cover,Bullish
tsla musk to short today,Bullish
tsla i agree with you they make the good ev car out there and way ahead of competition take the lead in fsd but do not buy the stock mind boggle,Bullish
how will this affect the market rs macd histogram just turn negative view odd of downtrend,Bearish
rs daily with xme sector etf for material miner include steel show life for the first time in while today on the back of high rate it be worth reiterate how impressive reliance have be to peer rs stand for reliance steel and also relative strength,Bullish
this be amazing what do you think rs price may climb as it break low bollinger band view odd of uptrend,Bullish
rs daily beat down steel sector slx be sector etf get breather today which mean reliance all the more attractive to me as long i want to see bit more volume come in here but this be great relative strength,Bullish
nflx let see if it can hold the level if so could time to buy,Bullish
nflx loaded calk easy money again,Bullish
nflx go under whether you like it or not not today but it be come,Bearish
nflx spy amzn market sell off incoming,Bearish
nflx up up and away,Bullish
top news sentiment losers the sentiment positive and change be show next to the ticker these be pick base on news volume and sentiment deviation syf apd rs pypl,Bearish
mu drop by friday evening,Bearish
be avg sqq be avg mu add of mu from be large of year worth of add help collapse the avg gl,Bullish
mu sqq hedge critical to hold large position in mu here sqq likely to explode on naz correction near term gl,Bullish
mu perfect short cover in,Bearish
mu undervalue gem buy all dip lt this year outperform gl,Bullish
pivotpoint bottom identify rs more insight,Bullish
nflx such perfect fall wedge maybe more dip,Bullish
nflx i really like watch this,Bullish
nflx miley look smoking in blackmirror,Bullish
nflx give cheater sell signal on june th be move down since then,Bearish
nflx move downward from its darvas box with sell short signal stock couldnt make up its mind last month or direction now look much clear imo,Bearish
nflx institutions will cut position in netflix long be wish they sell here when this fall below,Bearish
dis disney be start to make nflx look like have be revenue stream come from multiple direction,Bullish
nflx the money netflix will have to spend on original content to keep up will have negative impact on margin make this share price and earning growth unsustainable company will do fine but not well enough to sustain expectation,Bearish
so cnbc spend the past year say dis valuation at be too high now at earning they like it amp say its not to high my god they suck spy nflx qq,Bullish
tsla buy more share long term today this be just get start it be like buy nflx at buck or amzn at we shall see on tsla in year,Bullish
nflx trade at dollar discount chartincreasingwithyen moneywithwings moneywithwing moneywithwing,Bullish
ttm can not believe it fall down from to lt in no time keep on add but now want to wait to see bottom,Bullish
spy its be tough month amp lot of folk be stress angry amp upset as trader we must take care of ourselves you dont have to trade everyday do not kill yourself read hateful comment on st or revenge trading its just money folk take break hang friend see movie market will be here ampwhen you get back amp you will make moneyaapl amzn nflx,Bullish
amzn everyone bail on this market go to cash goog fb nflx be all block in china for simple reason to promote internal steal equivalent government run entity china be corrupt as hell and this battle must be fight i will be close to cash for some time i do not want to see this world fight but it be happen,Bearish
roku which company be most likely to buy out roku comment below my top pick be amzn amazon to destroy it fb to be the gateway to streaming and nflx to remain relevant my th choice would be dis,Bullish
btcx do not be that person that pass up an opportunity of lifetime blockbuster do nflx,Bullish
btcx also think about this do you really think the government care about drug criminal use of crypto not really the fact when they catch them it make it easy to maintain first of all second of all theyll just sell it back if anything it make it easy for the fact they dont have to dig up all acre look for the hidden cash they just access the handler computer im tired of all this fake news this be as fake as north koreas outreach program haha by the way not an anarchist dont care just try to make money also how much money bank will save once they switch over to cryptos kind of like if blockbuster wouldve buy nflx in the early,Bullish
mu please all monday my put would love it smilingfacewithheart eye,Bearish
spy mu aapl qq googl why thetrade war be entrench lightbulb sayingno in china china when do business or live in china it be inevitable that will from time to time be force to say no to deny request or to offer criticism however in chinese society which emphasize respect people face and maintain important relationship say no directly can lead to unintended problem,Bearish
mu so next week if china blacklist mu,Bearish
spy young trader no sense of the past seem to think drop for the month be the end of the world or that trump be go to somehow stop the usa from grow nothing can be further from reality the usa have be through bad amp the noise now will also go away those wish amp hope for market crash may have big amp maybe personal issue not here be or will be more successful than buffett or lynch amp if youre in the stock market you will have time of pain relax amp understand that sit on your hand amp not trading everyday be how you build wealth aapl baba amzn nflx,Bullish
aapl i like bears amp i understand bear need to try amp spread fud it go the territory but like kirk lazarus tell us all quotnever go full bearquot spy amzn nflx,Bullish
amzn would look for more buy upgrade now at this price,Bullish
amzn china threaten production,Bearish
amzn trump go after everyone on trade,Bearish
amzn china go after our drug now,Bearish
fb from risk standpoint the profit margin be insanely the strong thing go,Bullish
fb googl politician feel threaten by them and not by amzn notobreakup,Bullish
fb pinksheet otc friendster myspace manshrugginglightskintone,Bearish
qq antitrust news will kill the nasdaq on monday fb amzn googl goog,Bearish
snap share thank you,Bullish
snap nice close,Bullish
snap alright shorties youve have ur fun,Bullish
tvix strong buy and short snap and znga garbage,Bullish
snap set up nicely for next weeks bullish continuation,Bullish
snap next week with well market,Bullish
snap the bullish force be strong with this,Bullish
snap buy it up next google,Bullish
nflx let check the volume here today hmm yup just as think not soul in sight,Bearish
nflx when the market maker sit there pretend off the completely fabricate dollar valuation be floor,Bearish
bull alert nvda next week call open nflx august call open vs call spread veev show strength after recent er amp december call open,Bullish
nflx be patient all this noise that do not affect netflix will soon be behind us,Bullish
dnkn set up for buy opportunity nice value here,Bullish
tesla nasdaq tsla offering may put floor under the company stock price tsla jpm,Bearish
amzn manfacepalmingmedium lightskintone manfacepalmingmedium lightskintone manfacepalmingmedium lightskintone,Bullish
amzn soon smilingfacewithhorns,Bearish
amzn remember the buffet news it be unexpected the same may occur with trade deal when less expect boom,Bullish
amzn trade war will escalate friday that be not price in the last month,Bearish
amzn if i do not like like amazon pricing i just wait minute trump tweet and tickers need its own stock symbol it be own vix,Bullish
amzn so much for china trade deal tariff go into effect am friday china backpedal on previous agree concession,Bearish
tsla be wall street bitch i banks will hammer it with fee pick it apart all the way to bk gs will provide dip lawyer will feast,Bearish
ins gs likely to bo ins as they launch process for aapl card could fetch per share,Bullish
ins i think gs will bo ins i bet for,Bullish
msft fire sale thanks build out presentation start today double down plus thank you mr trump,Bullish
msft load the dip if we see tomrw,Bullish
spy amzn nflx spx aapl bring on tomorrow,Bullish
nflx be worth price per earning ratio,Bearish
tsla drump everything aapl nvda nflx fb and move over here everything out there be bloated sky be the limit here foldedhandslightskintone,Bullish
amzn nflx nothing to see here i be just push my scalp accord to,Bearish
fb i am back from my break do not doubt the zuck come aapl amzn nflx googl,Bullish
part of the reason dis buy fox be to have content for that other audience they will kill netflix slowly nflx can not keep up,Bearish
nflx let us face it bear trump be far more successful than any of you he care more about make money than you care about your kid,Bullish
nflx well that guy be drunk,Bullish
nflx bear trap be set,Bullish
nflx bear take this noise far to serious lmao,Bullish
nflx eow,Bullish
nflx will he just fine noise be noise,Bullish
nflx who be dumb enought to catch it,Bearish
nflx with subscriber i sure want to hold this stock when they announce ad revenue,Bullish
nflx the liberal media trick you into invest in the liberal medium,Bearish
spybaba tsla nio amzn aapl nflx he be not joke he already increase till next deal all day bleed i will short everything,Bearish
nflx be king,Bullish
nflx if you like watch more than gilligan island repeats the bachelor or snow white only nflx have the scope and edgy entertainment victoryhandselector,Bullish
nflx any dip will be buy as we all know it be once deal complete mess with bull and get the horn,Bullish
nflx trump may not be the good president but he know how to make money get ready fella rocket rocket rocket rocket,Bullish
nflx below on monday,Bearish
snap tell you guy last week this will jump glad i be hold my position bear must not be happy with all that hard work on trash,Bullish
snap i sell half of my share for other investment but i will jump back in soon i like the snapchat app too much to doubt its future,Bullish
snap bear may be right and may take this to or but long term this be good,Bullish
snap long term the use of snapchat with communicate not just with friend but close friend and family will help it long term grow,Bullish
snap smart man invest in this if you use snapchat you know the wonderful design it have,Bullish
snap god who love the design of snapchat and just how awesome it be to navigate like me,Bullish
snap buy the dips,Bullish
order for another of snap already set smilingfacewithsunglasse,Bullish
my first buy at be so sour glad i continue to go with my own dd snap head way over,Bullish
snap avg will continue to load anything under,Bullish
average after all this time not nearly enough snap share,Bullish
snap be reteste its long term descend top line i expect crack this week especially after friday strong move,Bullish
only snap baggie could post this chart and conclude next stop most loyal baggie in the world,Bearish
snap support quotkeep your eye peel for some exciting new surprisesquot,Bullish
snap bounce in progress,Bullish
seem like there be race to accumulate snap on friday excited to hear whats go on game relate cfo related,Bullish
we practically have the same list and price target good call and good luck i hope msft hit today probably,Bullish
price target to reach or even high for today fb msft lrcx now,Bullish
msft add more now let see if we open above and push for today,Bullish
fb go heavy on msft or fb thinkingface which do you think,Bullish
msft gain day,Bullish
clf more room rocket rocket rocket among rest of us steel company rs redheartselector redheartselector redheartselector redheartselector fire fire fire fire fire fire long fb nvda aapl tsla,Bullish
twtr shorty well cover we be heat up and qq be head for new high next week,Bullish
twtr just go already,Bullish
twtr big ballin bearish,Bearish
twtr lets goo,Bullish
amzn ba tsla do the same thing except you only do bull,Bullish
amzn pop drop pop wash rinse repeat new swing trade stock,Bullish
amzn fake buy it up guy,Bullish
amzn bear i want to really thank you for the cheap entry thx now scat,Bullish
amzn i hope you all buy cheap call on that dip off to now,Bullish
amzn prefect buying time,Bullish
jpm all bank make new high this week we have to get past this ex divi date and boom,Bullish
jpm im long look for after er,Bullish
tsla mu aprn sig amd nvs jpm cat efc baba nvda lyft intc goog amzn wmt popular stock gap down,Bearish
jpm jamie comment today be not help the stock on this ex divi day,Bearish
tsla be nowhere with self driving more lie and fraud goog waymo have make most progress but still unproven and dangerous,Bearish
bam aapl googgoogl amzn lyft ge,Bearish
add more stock to my portfolio this morning couldnt be happy aal goog googl dis baba cat oih bac spy dia qq spxl,Bullish
goog have to come down take breather,Bearish
just because market be over buy do not mean we can not go high amzn goog spx qq esf,Bullish
the market be ready for the mother of all breakout amzn amd aapl goog nflx,Bullish
goog amd woww,Bullish
goog this diminish business could cost google,Bearish
watch our late webinar and prepare for trade set up in amzn goog etsy alxn gddy,Bullish
chgg we need to see some volume,Bullish
chgg i think theres breakout come short be fight it all the way be we go to see the steamroller come out and flatten the short,Bullish
the market cap of chgg be roughly it be approximately the trail month annual sale of i like this product and would love to see the stock at share but moreover would love to see chgg bring in this next quarter with an eps the last report then we see use this product in college it be good,Bullish
fsly aapl net the market want tech stock to move higher now be good time to formulate long position in tech good video for clarification,Bullish
spaq buy the rumor sell the news aapl,Bullish
aapl watch this nice setup gt tomorrow,Bullish
spy on target cross rg line more to follow cci to bounce of macd to touch momentum to cross rsi to hold above low bband uptrend qq aapl amzn msft,Bullish
aapl nice to see that insider be buy,Bullish
tsla nkla gm if nikola be fraud then gm be fraud as well investor be invest in nikola by trust gm investor think that gm do the due diligence properly before nikola investment tesla hater bear be invest in both on nikola and gm lol grinningsquintingface how stupid they be facevomiting,Bullish
nio nio analyst expect blockbuster deliveries as premium reputation grow tsla,Bullish
tsla lol at the short new theory daily of why it be go drop then i buy dip make and sell,Bullish
tsla in yoyo mode okhand,Bullish
tsla lot of extremely deep in the money call be trade recently i havent see this in quite some time while imply vol be also trend low would indicate that these be short call trade which be why the stock have be sink in recent day dealer have to sell the stock to hedge to me this be warning sign that there be very large drop around the corner get out now,Bearish
tsla message volume down because bear fcking give up lol,Bullish
tsla who be ready for the debate joe biden end tonight,Bullish
twtr put tomorrow,Bearish
spy twtr i think trump be critical for twitter because be should win again so more people will watch ad on twitter while they have meltdown for another year check his twitter and create new account to be angry,Bullish
twtr big traffic boost expect after presidential debate ads,Bullish
aapl twtr like always rocket rocket rocket rocket rocket eod enjoy,Bullish
take some call on twtr to hold overnight bc that be where everyone be go to be for the debate tonight i expect jack to drop some figure on activity during pm,Bullish
all da answer to da simulation be inside da simulation always wutch what twtr do not whut twatr say monkey banana brain,Bullish
twtr take shape here guy,Bullish
smartoptions register unusual activity alert delayed nflx call sept exp trade volume contract worth of volume be trade so far today follow the money amp trade options with our smartoptions register artificial intelligence,Bullish
nflx it be not enough to cancel netflix demand refund for the month and call your congressman to begin investigation into the pedo company and it be owner,Bearish
smartoptions register unusual activity alert delayed fb call sept exp trade volume contract worth of volume be trade so far today follow the money amp trade options with our smartoptions register artificial intelligence,Bullish
tsla when will you learn people buy and hold long tsla aapl baba fb msft,Bullish
feac nobody have more minute of engagement than this company yup more than fb,Bullish
aapl msft amzn fb nvda backhandindexpointingright glass half full this be opportunity to buy earth good stock in bargain,Bullish
anything be possible mean mvis unveil miniature temple module out of no where which seem to be utilize digilens crystal waveguide where the hell do they have the time and resource to do that so be it plausible that either fb or aapl be already use mvis tech i believe theyve probably dabble in it in the past be we go to see anything in few week at their presentation highly unlikely,Bullish
bynd nspr ptn snap tndm all end of the day with the macd golden cross for those macd lover out there,Bullish
snap snap out of it already let go collision rocket moneybag moneybag moneybag moneybag moneybagit and bank it,Bullish
fsly jd snap spy give you this head up handshake entry on jd call now at,Bullish
msft finally catch in stock thank to the tiktok talk last week make exactly enough to get,Bullish
msft future do not mean jack shet but my lotto call could pay tommorow lol,Bullish
wkey share have be short and have be cover in today transaction yawningface twohearts twohearts i believe this company at least worth and guess most share holder believe this price be way reasonable than their potential twohearts whitemediumstar twohearts whitemediumstar twohearts whitemediumstar msft amzn be their client,Bullish
maxr i recently want to work for this hedge fund but didnt have the experience so i pitch them this stock at share note how i say quotlonnggquot there this be no brainer money mouthface money mouthface spy still bullish and im not sure why amzn and goog dont also do stock split as that would generate lot more investor,Bullish
tdoc lvgo at combine now we get to wonder whos go to bo us out aapl goog amzn money mouthface,Bullish
goog lose support dollarbanknote eye,Bearish
aapl msft fb goog tsla anyone add call good here,Bullish
etsy buyout news amzn goog shop,Bullish
goog trader notes keep trade the channel now back at the feb high nice rounding pattern and back above the sma,Bullish
tsla share come warningselector post split spy amzn goog fb,Bullish
twtr what do goldman sachs upgrade twitter to after earning,Bullish
twtr like this name into near term,Bullish
jpm bank be go to explode this week eye,Bullish
jpm buy the dip,Bullish
jpm call here,Bullish
jpm rotation back into tech go to be rough week here,Bearish
levermann us bigcap sell wk jpm unh vz dis bac pfe ko cmcsa csco,Bearish
bluecircle buy now bluecircle jpm at tp tp tp sl our highly profitable indicator be now out spy msft ibio qq,Bullish
bluecircle buy now bluecircle bac at tp tp tp sl our highly profitable indicator be now out spy msft jpm qq,Bullish
spy intc snap do not trust this stuff but ok this for now facewithmonocle,Bullish
snap snap will be buy out by facebook or google it will then hit share maybe high,Bullish
snap technicals be under and it hold ma support area last week great sign for reversal imo still hold my avg and my first price target for this swing trade be the gap around nerdface chartincreasing,Bullish
snap let us get to by eow,Bullish
twtr by,Bullish
my paper im writing if interested for my follower and friend alike thesis quottechnical analysis alone be not enough for todays day and swing traderquot fundamental analysis attempt to determine the fair market value of security by look at datum such as revenue earning future growth and other datum to determine if the stock be trade above or below its value in stark contrast technical analyst assume other investor already have do this analysis and so be calculate in the price operate on the premise that say investor have do their homework or quotdue diligencequot yet with the founding of robinhood anyone can now buy piece of google goog amazon amzn amd amd or twitter twtr for as little as dollar recent event suggest these quotrhquot investor often do little to no research before buy stock most recently of note be hertz whom after file for bankruptcy go from cent share to dollar almost increa,Bullish
twtr put sound good do not be fool by the upgrade they go to dump the share and make you bag holder,Bearish
tsla but cathie you sell some the jabronis say facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy she should abuse the jabronis class act cathie that be why yo take the huya home too monkey banana brain redheartselector crown rainbow unicornface,Bullish
you can find of the most undervalued stock from the below link in these crazy time when everyone preach about trading who else demonstrate with action not word who else declare their trade in advance set financial goal with confidence and achieve this goal below link reveal the answer aapl tsla fb amzn nflx,Bullish
tsla buy this sell buy sell i quit it after think guy even musk think his stock be too expensive and after earn he do not want his share to be high bull lure you in take your and next think you know you be jump off the roof,Bearish
bluecircle buy now bluecircle spy at tp tp tp sl our highly profitable indicator be now out qq tsla msft googl,Bullish
whatever be this rabbit size thing thinkingface it be simply captivate it captivate my heart it look as though it be smile at me when i stare at it definitely it make my day and id love to see it again and again amd nflx msft mu btcx,Bullish
nflx qq tsla wood buy nflx again today tesla ark fund manager,Bullish
i say at least before er cuz it seem to always retrace back when it hit that resistance and i honestly have no idea if er be go to be like all the other victim msft nflx tsla good luck,Bullish
bluecircle buy now bluecircle nflx at tp tp tp sl our highly profitable indicator be now out spy tsla amzn aapl,Bullish
nflx in uk unitedkingdom people be switch off live tv for netflix shushingface chartincreasingwithyen moneywithwing unitedkingdom,Bullish
and more nflx mmkay smilingfacewithheart eye,Bullish
nflx by monday,Bullish
nvda fb nflx goog amzn well we miss the forecast but the close forecast still hold mm be able to maintain the balance on the index despite institutional dump ahead of megacap tech er next week i will be conduct another sentiment report this weekend after go through the index and volatility statistic to discern forecast to subscribe to to the free report you can find my public email in my account send me note and ill add you to the list also plan to send another trading playbook out with upcoming trade for next week cheer,Bullish
forget nflx,Bearish
dbx all eye on potential breakout in august go to or above,Bullish
dbx if steve jobs be ceo of dropbox would be already,Bullish
spy qq amzn aapl googl fake pump be the bad,Bullish
aapl sip on my coffee hotbeverage btd eod,Bullish
aapl the trend have reverse should go back near vwap soon backhandindexpointingup,Bullish
aapl need doji on daily chart close today would bebbullish,Bullish
aapl we need to see some momentum today can not close lod if we want to see this week,Bullish
aapl big tree fall hard,Bearish
aapl cent away from few week back grr i think we have it today milestone right around the corner,Bullish
msft fb aapl good luck get my share cuz it be not happen,Bullish
ticker close last gain volume name ontx onconova therapeutics inc com chgg chegg inc com ambo ambow education holding ltd adr tal tal education group adr edu new oriental education and tec adr bedu bright scholar education hldgs adr sponsored redu rise education cayman ltd adr ryb ryb education inc adr lrn inc com clro clearone inc com,Bullish
chgg twlo netamznnflxshopayxcoup amazing action well not short it,Bullish
zen virtual support chgg twou edu virtual learning be crush it today,Bullish
save tsla mgm ccl,Bullish
jmia huge move come shop amzn meli tsla,Bullish
tsla gigafactory shanghai be become like foxconn for apple,Bullish
tsla boom modafockaa,Bullish
tsla the way this stock have trade they be expect to announce historic beat across all measurable category that be already price in anything less and this will tank,Bearish
tsla they try and i mean try tough to hold it back but no siree bob,Bullish
quotvaccine have be show in an early trial to prompt protective immune response in hundred of people who get the shotquot oxford university scientists aapl tsla amzn spy fb,Bullish
spy tsla once i figure out step its game over step follow elon musk on twitter step step profit,Bullish
tsla bto jul,Bullish
twtr fu trump watch him whine like fat bit as the stock he be desperate to punish go to as his buddy short it,Bullish
fb aapl msft buy the near out of money call lt for quick if we get even small run at the close if not oh well,Bullish
fb sell buy dnr hello,Bullish
watch for pt run at the close buy this small dip in fb msft aapl were go to new hod and ath before the close chatter about hope of positive news on vaccine this weekend opec maintain production cut few covid case despite opening trump demand more stimulus all this and more may bring pt open on monday,Bullish
fb msft aapl can we run up another pt in the last hour of trading why not the news be just so positive everywhere you look in every country on every continent every government be give money to anyone who believe dow close today we can do it last minute of trading,Bullish
to challenge close here after wks clinkingbeermugsill be start the to again soon use webull but nervous as ive never trade there pick winner today good luck to us study dal luv fb,Bullish
at least country have reimpose restriction amid fear of coronavirus second wave aapl tsla amzn spy fb,Bullish
grub so potential suitor even if fb drop out we could have bidding war between new bidder ceo clearly not sell for cheap hard to see downside here rn,Bullish
fb dont listen to all these pamper heavy resistance at and create new resistance on each of these spike now at bagholder resistance point bad market day and we test low,Bearish
this territory be be off limit to bear aapl tsla amzn spy fb,Bullish
amzn head shoulder with the burning of distribution center and lose in over in product in equipment amazon will fall for short time period,Bearish
learn your lesson stupid bear aapl tsla amzn spy fb,Bullish
amzn i invest the new african amazon jumia,Bullish
amzn sweet on friday too,Bullish
