,index,sentiment,cleaned_message
1446,1577,Bullish,orcl buying at am go to ride up till market open and sell i see it hit easy
1447,1578,Bullish,orcl stop with all the fake news about oracle not get the deal those link be obviously fake new make up by the short seller of the company here be the real new from nyc times
1448,1579,Bullish,orcl lot of idiot short this stock last week lol payback be bith beamingfacewithsmilingeyes grinningfacewithsweat rollingonthefloorlaughing
1449,1580,Bullish,orcl will buy msft next
1450,1581,Bullish,orcl tik tokers post celebration
1451,1582,Bearish,orcl tiktok be fad that will not last i be already bored look at it
1452,1583,Bullish,msft orcl we already have the news that tiktok wasnt go to be sell before friday close because china say it would rather see it close ms stock then drop slightly and actually bounce off the support and end up at i believe ms will not go low than so buy the dip as it will end green on the day future be rip accord to reuters just now bytedance will not sell tiktoks us operation to microsoft or oracle nor will the company give the source code to any us buyer oracle be go to be pick as tiktoks quottrusted tech partnerquot in the us the report say it will not be sell
1453,1584,Bearish,orcl my bet be oracle only provide some hosting via oracle cloud no development work oracle do not have staff skill set to maintain an app like tiktok
1454,1585,Bullish,orcl up bigly in european market already strap in boy while the rocket get fuel up rocket rocket rocket crescentmoon
1455,1586,Bearish,orcl hmm so be it deal or not
1456,1587,Bullish,orcl soo buy the shit out of it get out of the kitchen before it catch fire and they start troll and manipulate stock got order in every time i do that to soon i get burn but this be only go up at open manshruggingselector can not wait for open exciting
1457,1588,Bullish,orcl europe market already move in on this
1458,1589,Bullish,spy no tik tok that bullish for us tech except msft and orcl
1459,1590,Bearish,orcl facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
1460,1591,Bullish,orcl seriously dont understand why anyone who quotdoesnt carequot or think this isnt go to move thing its even comment do that on every stock thats sad you like buy you dont dont buy its not some complex thing require opinion use to feel bad for the loser troll stock message board that didnt last long also who the hell be use tiktok for secure conversation what be china get other than american teen act stupid oh god theyll overthrow us by tuesday the bad theyll find be an unhealthy amount of asian porn apple be sandboxed so no access to information from other app android require grant permission to everything so tell me again what secret be be steal didnt think much further than ooo china do you dont like the app me either know what i do i dont use it know what i dont do act like an app be go to hand the world to china trumps do that just fine on his own
1461,1592,Bullish,orcl tik tok will partner with oracle awesome
1462,1593,Bullish,orcl give my boy on twitch follow please to foldedhand foldedhand foldedhand foldedhand fullsendrcky
1463,1594,Bearish,orcl chinese state medium confirm no deal
1464,1595,Bullish,orcl bull there will be bunch of confusing article write by freelance article try to confuse make sure the have state source not some twitter profile or some half bake article cite the chinese medium see through the shit this go to de microsoft you can bet there will be misinformation
1465,1596,Bearish,orcl there go that dump fuck
1466,1597,Bullish,orcl on news of tiktok the first time the pop on microsoft be over market cap be nearly of oracle do the math and do not listen to shit people say about sell or that this be somehow bad news the pump will drown them you can get out but do not before
1467,1598,Bullish,fsly orcl
1468,1599,Bullish,msft buy under it will get there today thank you tik tok
1469,1600,Bullish,msft will go up raisinghands raisinghands raisinghands raisinghands
1470,1601,Bullish,msft earning will be blowout due to at home schooling and game alone
1471,1602,Bullish,msft it be all great dividend increase buybacks splits and an extra
1472,1604,Bullish,msft double down on the buyback
1473,1605,Bullish,levermann us megacap buy wk msft pg
1474,1607,Bullish,msft now that msft save let announce buyback or split this baby for some investor value
1475,1609,Bullish,msft go green boy and girl as expect this tik tok bs be already price in
1476,1611,Bullish,msft buy any dip here
1477,1612,Bullish,msft sideways by eod prob or so eow because i bet you that oracle get fuck in their deal and people will realize that microsoft do good thing by pull out
1478,1613,Bullish,msft it do not fall it be green by end of day
1479,1614,Bullish,msft we already have the news that tiktok wasnt go to be sell before friday close because china say it would rather see it closed than sell to the us ms stock then drop slightly and actually bounce off the support and end up at i believe ms will not go low than so buy the dip as it will end green on the day future be rip
1480,1615,Bullish,msft maybe fall in short term who care great company great future hold and buy more if it fall
1481,1616,Bullish,msft
1482,1617,Bullish,msft techpricerig low pe fedsupport market
1483,1618,Bullish,msft oh no i have so many call and my qq put quothedgequot be also screw
1484,1619,Bullish,msft buy msft on the dip and short oracle on the jump
1485,1621,Bullish,msft drop to then bounce to end in green tiktok fall through be already price in on friday
1486,1623,Bullish,msft just save should be deep green lol
1487,1624,Bullish,msft i be like my surface duo yeah but need to be honest it be not go to be my primary phone as it be not phone it be my mini pc so i will keep my iphone and keep the surface duo as productivity powerhouse
1488,1625,Bullish,msft great news that they will not be buy tiktok distraction over and back to what they do well focus nadella
1489,1626,Bullish,msft microsoft let go raisinghands raisinghands raisinghands raisinghands
1490,1627,Bullish,msft do not be surprised if we go green tomorrow
1491,1628,Bullish,msft finally we be get out of this tik tok crap
1492,1629,Bullish,msft everything happen for reason wmt
1493,1630,Bullish,msft let us see what your make of trump no sell light out that be what you say let say you
1494,1631,Bullish,msft look like oracle bout to be pump dumb sell the type of news day tomorrow
1495,1633,Bullish,msft trump just see the tt news wtfuuhh get me cheeseburger
1496,1635,Bullish,msft not buy tiktok buy into plant base covid vaccine at ibio
1497,1636,Bullish,msft well shit this be down tomorrow on big nasdaq up day fml
1498,1637,Bullish,msft anyone who think microsoft need tiktok shouldnt even invest in msft weak retailer
1499,1638,Bullish,msft this couldve be us buy you play
1500,1641,Bullish,msft be nice support and price to buy
1501,1642,Bullish,msft bahahaha sorry oracle facewithtearsofjoy
1502,1643,Bullish,msft and we be green premarket now
1503,1644,Bullish,msft dodge bullet there lad
1504,1648,Bearish,msft eow of week next month maybe if they be still company by then
1505,1649,Bullish,ccxx the most undervalued spac you can get now dphc shll msft
1506,1651,Bullish,msft if tiktok be so bullish for microsoft why be msft share down since the negotiation begin
1507,1652,Bearish,msft by market open will consider buy the dip at later this week
1508,1653,Bullish,msft lol call burn like mf in
1509,1655,Bullish,msft probably go to just burn everyone option premium long and seller
1510,1656,Bullish,msft last year tiktok bring in about to in revenue worldwide figure that have not previously be report this year tiktok aim to generate in revenue from the us alone i be still bullish on microsoft but this do hurt bit as i believe wmt tiktok msft combo could have generate billion per year eventually in us
1511,1657,Bearish,msft this be go to get dump hard sorry guy i be also gonan sell my share once pre market trading start
1512,1658,Bullish,msft without tiktok price in
1513,1660,Bullish,msft tiktok be fake shit
1514,1662,Bullish,msft be the to price in with rejection of tiktok
1515,1663,Bullish,msft piece of shit chinese company jack around class american company fuck them and fuck china
1516,1665,Bullish,msft they get it i be glad this whole tik tok story be over with now we can continue to grow at the usual pace microsoft be already in the low before tik tok i can see it drop tomorrow in the morning obvious sell off because the news but i can also see smart investor buy those dip quick to hold as really really long term investment
1517,1666,Bullish,msft nothing to lose apparently oracle be also not get it
1518,1667,Bullish,msft future just in meltup
1519,1668,Bullish,msft believe in this stock
1520,1669,Bullish,msft tbh who care microsoft be in tbe top most powerful company ever i use to have position in here and not once have it ever let me down just hold anywhere near it will get gobble up dont worry about thing bull by the opening bell this will start climb this be no penny stock this be microsoft
1521,1670,Bullish,msft lot of rookie here tonight lol
1522,1671,Bearish,msft bull who think the news be price in be about to have very bad monday
1523,1672,Bullish,msft no reason for sell off still if naive investor decide to sell then will buy smilingfacewithsmilingeye
1524,1673,Bullish,msft if bear think tick tock be bring down microsoft lol you
1525,1674,Bullish,msft just fyi bear nasdaq would not be rip if company be sell off lmao
1526,1675,Bearish,msft bull in trouble last support be around let us see if it hold
1527,1676,Bullish,msft the current price be pre tik tok news anyways we should do well on the fact the tech stock be head back up longterm investor dont care for the news its worth very little to the over stick price
1528,1677,Bullish,msft still hold this strong stock
1529,1678,Bullish,msft spiegel just raise his hand for satya to make an offer
1530,1679,Bullish,msft i will do the same and keep follow you
1531,1680,Bullish,msft tomorrow will be green bull day
1532,1681,Bullish,msft not cry at all msft be out from tt you be already married to an awesome wife great future and youre about to do some side biz with sketchy street chick lol that end with you be rob and an std
1533,1682,Bullish,msft nothing lose screw tiktok anyways
1534,1683,Bullish,msft msft lf you want to make huge profit on this stock you should join this room for good result free check out
1535,1684,Bullish,msft tbh think this will not go low than and if anything it may even be up tomorrow since future rip be what it should be
1536,1685,Bearish,msft tomorrow
1537,1686,Bullish,msft tsla look like green bull day
1538,1687,Bullish,msft why would this pull back on that ridiculous tiktok deal of its the same price before the deal manshrugginglightskintone manshrugginglightskintone
1539,1688,Bullish,msft time to buy the dip
1540,1689,Bullish,i buy msft and orcl call thankfully hit by market open
1541,1690,Bullish,nio msft have feeling tomorrow be go to be big juicy
1542,1691,Bullish,msft microsoft new xbox be big deal for gamers and investors here be why
1543,1692,Bullish,msft i kind of hope this do take beating it be around here before tiktoknew and they crush er anything low be awesome
1544,1693,Bullish,msft future up tomorrow open deep green and up with dodge deal back to remember we be currently at the level of month ago be consolidate at this level since july we need breakout to earn with xbox and like in
1545,1694,Bullish,msft be busy fight iran and russia and china openly try to hack our election datum check the fact
1546,1695,Bearish,msft be go to take small pullback after lose the tiktok bid next week msft will drop and orcl will rise
1547,1696,Bullish,orcl orcl day hour orcl have positive news regard tiktok deal leave other potential bidder like msft and wmt in the dust this could be huge mover tomorrow would not be surprised to see it pop over
1548,1697,Bullish,msft get to love the president get involve and they turndown msft even though way well fit then oracle i bet if president do not get involve msft would of get tic toc at least huge buying opportunity tomorrow which i be watch yo buy msft in first am
1549,1699,Bullish,msft the freak bank that be in on this deal be already on the board of bytedance the chinese be crook and trump have really be right along to play hardball with them i just wish he have keep his mouth shut this time until msft have the deal lock none of this would have go this way if not for trump
1550,1700,Bullish,msft i hope it drop cause i will buy the fuck out of it everything run off teams tick fuck run jack shit
1551,1701,Bullish,msft well off without tik tok bullshit msft sign deal with the government and do not affect the stock microsoft be slow climber and solid stock no tik tok here rollingonthefloorlaughing
1552,1702,Bullish,msft really hope they still shut down tik tok now since they do not sell the portion of us tik tok they only partner with oracle
1553,1703,Bullish,msft need before end of this month i will get out my call maybe extend it later
1554,1704,Bullish,msft hold my strike call for this friday or dump
1555,1705,Bullish,msft man this kinda hurt ngl everyone think microsoft be get it smh
1556,1707,Bullish,aapl msft tsla futures look strong green day tomorrow flexedbicep
1557,1708,Bullish,msft this company be so much more than tik tok but new investor be likely hope for this to pull through that be say i assume gap down tomorrow and slow climb back up oh well im long but this will likely be the only red if future hold green tomorrow hope im wrong would love for msft to close green
1558,1709,Bullish,msft oh yeahh
1559,1710,Bullish,msft price suppose to be even without tik tok
1560,1711,Bullish,msft man i really wish they get tik tok to boost up the stock price manfacepalmingmediumskintone
1561,1712,Bullish,msft so do this go down since they do not get tik tok
1562,1713,Bullish,msft opening
1563,1714,Bullish,msft pretty happy that garbage deal do not go through now orcl the company with more debt than market cap have to deal with it and we can go back to business as usual thumbsup
1564,1715,Bullish,septembers issue of dividend growth digest highlight my income progress for the month recent dividend increase and my prediction for upcoming dividend growth announcement for microsoft lockheed martin and mcdonalds link msft lmt pm mcd low
1565,1716,Bullish,msft orcl great analysis system for develop your trade and idea
1566,1717,Bullish,msft yike we go up regardless
1567,1718,Bullish,msft we be about to see how big trumps balls really be
1568,1719,Bullish,msft powell get the market back
1569,1720,Bullish,msft well without tik tok lol well thing go for em
1570,1721,Bullish,msft and wmt have all the money cloud and code writer need to make this deal easy this be strictly the chinese play political game with trump msft could have offer and bytedance would not have sell will be interesting to see how trump handle this as oracle ceo be trump supporter
1571,1722,Bullish,msft orcl fsly wmt most likely the top stock that will be trade tomorrow go to be crazy day eye
1572,1723,Bullish,msft nas
1573,1724,Bearish,msft be not as dynamic and versatile as you think to date hot hot broad like tick tok
1574,1725,Bullish,msft as i have say here china be not give trump nothing bytedance be not sell anything to oracle just allow them to manage user datum oracle have not the money or the social code writer to understand and afford anything the one that be in on this deal already sit on bytedance board oracle be just front for the money and datum laundering scheme so that china still maintain all tech secret and operation of bytedance this be ultimately good for msft
1575,1726,Bullish,i be little surprised orcl would spend so much for tik tok without any of the algorithm this be more of restructuring then an outright sale i think msft avoid major headache go forward
1576,1727,Bullish,msft interesting to see how people see this as loss to microsoft it be loss for tiktok the show go on how short sighted
1577,1729,Bullish,msft stop be salty salt and act like you be relieve microsofts bid get reject be honest with ur follower and more importantly yourself
1578,1730,Bullish,msft the positive spin be that microsoft be dollar rich and can focus on core business easy come easy go on to the next deal
1579,1731,Bullish,msft good ride with no tik tok more money in the book
1580,1733,Bullish,msft thank god no tik tok no china
1581,1734,Bullish,msft we have great news all this time and it be drop now that we have bad news we be go up handshake
1582,1736,Bearish,nkla wall street do not like liar and egomaniac the analyst will tear him new asshole for the next few day and the stock will bleed out meanwhile in bulltardsville they will be scream quotfake news buy the dipquot facewithtearsofjoy rollingonthefloorlaughing grinningsquintingface
1583,1737,Bearish,nkla hindenburg the truck be roll down hill nikola rebuttal the truck be roll down hill how much you fool pay the lawyer to come up with that facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
1584,1738,Bullish,nkla first huge block cover at am
1585,1739,Bullish,nkla not long ago trevor show the truck live they drive it
1586,1740,Bullish,nkla this guy trevor be joke i would love to invest in this company but definitely when the price will be around with new ceo he have to be fire the company be not do what they have be say no real technology but they be assemble part of great manufacturer to buil the truck of emission thats smart but the way they lie be not smart at all i think they can sell aot of those truck in the future the badger also but investor be very disappointed so the price will fall down deserve to buy around when the fear will stop be careful long they be many many short right now im go to enter around
1587,1741,Bearish,nkla remove logo and stencil other logo on product be major deception and illegal next news will be lawsuit and dissolution of gm deal have to be
1588,1742,Bearish,nkla ask honest bull investor that nikola be pusher then yes or no
1589,1743,Bearish,nkla no squeeze from short and now long have to bend and squeeze own basketball
1590,1744,Bullish,nkla of you be not follow you should be
1591,1745,Bearish,nkla look like either great price for buy in or an awful lol this hit i will throw every dollar i have liquid outside of my cash buy fund lol what go to happen guy anyone know
1592,1746,Bullish,nkla wheres the they be walk back statement article lemme write day shit lol
1593,1747,Bearish,nkla these bulls may more delusional than the kodk bulls theres evidence everywhere skull
1594,1748,Bullish,nkla simple question why the report didnt come before the gm news because they need to short and make more profit so they wait for good news spike to do it so most likely the report be false to make more money remember ppl call tsla fraud and bankrupt who care reality be different
1595,1749,Bearish,nkla i have never feel so strongly about anything in my life before than this anybody still hold this stock deserve to lose every single penny they have gamble in the stonk market slot machine over these past month every penny facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
1596,1750,Bearish,nkla market open
1597,1751,Bearish,nkla the manipulative game they play to give hope to the some and then rug pull them right after
1598,1752,Bearish,nkla lmfao nkla fucked simply film roll down big hill nikola never state its truck be drive under its own propulsion in the video although the truck be design to do just that as describe in previous point the truck be showcase and film by third party for commercial nikola describe this third party video on the company social medium as in motion it be never describe as under its own propulsion or powertrain drive
1599,1753,Bullish,nkla facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy bear trap soon short will have to cover
1600,1754,Bearish,nkla belong in otc along with the caribbean scammer alyi
1601,1755,Bearish,nkla long fool be you happy about the reply to fraud claim by hindenburg judge yourself and action accordingly more you wait more you loss
1602,1756,Bearish,nkla twitter be destroy the rebuttal so to recap it be pusher
1603,1757,Bearish,nkla bulltard quotbut but they never say the truck be power when it be roll down the hillquot pleadingface
1604,1758,Bearish,nkla bull oowwff
1605,1759,Bullish,nkla retribution be at hand follow up news incoming you have be warn shorty
1606,1760,Bullish,nkla what pileofpoo show spaq rule
1607,1761,Bearish,nkla hi guy i think the rolling of the truck be scientific experiment they be test if gravity be still work cut them some slack please facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
1608,1762,Bearish,nkla the green energy gravity trevor milton nail it
1609,1763,Bearish,nkla your own insider rollingonthefloorlaughing facewithtearsofjoy dropofblood dropofblood dropofblood dropofblood backhandindexpointingdown backhandindexpointingdown
1610,1764,Bearish,nkla keep pumping bulls facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
1611,1765,Bearish,nkla muhahahahahahahahaha nkla will be up on monday crowd be the dumb moron ever on st
1612,1766,Bearish,nkla this will timberr at open so bad
1613,1767,Bearish,nkla to the moonn rollingonthefloorlaughe rollingonthefloorlaughing
1614,1768,Bearish,nkla response be even more disappointing
1615,1769,Bearish,nkla bruhh facewithtearsofjoy manfacepalmingselector
1616,1770,Bearish,nkla long concentrate to loss reduce and let nkla fight with hindenburg this will be red for the entire week
1617,1771,Bearish,nkla yeahp make sure you also hire someone to push
1618,1772,Bullish,nkla hindeberg scam expose short will cover
1619,1773,Bullish,nkla every dip buy gl shorty
1620,1774,Bearish,nkla
1621,1775,Bullish,nkla okhandlightskintone
1622,1776,Bearish,nkla ceo like to make empty threat nothing be go to happen with sec
1623,1777,Bearish,nkla they admit to roll truck down hill what more do you need to know
1624,1778,Bearish,nkla unbelievable how many idiot be in here get your money out that extra bounce be save you bull money it will be right back to and less in less than week
1625,1779,Bearish,nkla they make lovely stunt vehicle smilingfacewithheart
1626,1780,Bullish,nkla some key point as nikola contact sec in battle with hindenburg
1627,1781,Bearish,nkla well your rebuttal slow it for minute but could not keep it above what else you get trevor
1628,1782,Bearish,nkla explain your truck move with gravity rollingonthefloorlaughing
1629,1783,Bullish,nkla follow up news incoming youve been warned shorty retribution be ar hand
1630,1784,Bearish,nkla be tell yall this company be fraud it be go below soon get out while can quick
1631,1785,Bullish,nkla hindenburg all bs
1632,1786,Bearish,nkla cry time
1633,1787,Bullish,nkla add huge this be get funny
1634,1788,Bearish,nkla that report read like it just confirm the hr report the dude push more false promise in the rebuttal as well i feel fuck sorry for people that would take all these wait until so i can collect my bonus and gtfo excuse nothing in the claim today do not say we be just sticker we can produce hydrogen some day and we kinda plan to
1635,1789,Bearish,this isnt sticks amp stones rebuttal mean nothing defamation lawsuit would be how you respond to something not fact base notice theyve take no legal action yet will be interesting to see how this unfold but not buy nkla
1636,1790,Bearish,nkla warningselector you bull be real special breed of sucker this thieving asshole claim to have make point by point response to hindenburgs claim the only thing prevent mrevor from release it be supposedly the sec have tell them not to do so at the moment this moron really expect us all to believe that magically at am on monday morning after only day the sec give trevor call and say what good morning trevor this be the sec you be now free to go ahead and release that devastating point by point rebuttal you provide us hour ago we work all weekend long to clear you guy from any wrongdoing guys this be literally fucking unreall facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
1637,1791,Bearish,nkla nikola just validate the hindenburg report rollingonthefloorlaughing
1638,1792,Bearish,nkla down suck it bear facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
1639,1793,Bearish,nkla this be so bad i can not see how trevor recover from this his reputation be in tatter
1640,1794,Bullish,nkla gona go to the moon buy now
1641,1795,Bearish,nkla that be call temporary reprieve facewithtearsofjoy rollingonthefloorlaughing grinningsquintingface
1642,1796,Bearish,nkla poor stupid bull lol they will be say the same shit at
1643,1797,Bullish,nkla pre market mean nothing this will fly soon
1644,1798,Bearish,nkla lool
1645,1799,Bearish,nkla that be the weak rebuttal i have ever see do you or do you push your truck down hill facewithtearsofjoy
1646,1800,Bearish,nkla i always hate hindenberg but they may be right on this no factory no revenue no video of proof you guy be get scammed
1647,1801,Bearish,nkla so nikola be literally go to ignore the other dozen allegation by hindenburg the lawyer must be get too expensive to write more excuse facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy clownface clownface clownface clownface
1648,1802,Bullish,nkla these allegation by the short seller be false and misleading and design to manipulate the market to profit from manufacture decline in nikola stock price
1649,1803,Bullish,nkla bosch quothindenburg either recklessly misunderstand or willfully misrepresent the vehicle pre production process to fit its narrativequot
1650,1804,Bearish,nkla oh no hopefully gm will release statement guy probably not because this have nothing to do with them ouch
1651,1805,Bullish,nkla sweet spot reach and load the truck see you guy after year star struck
1652,1806,Bullish,nkla nikola set the record straight on false and misleading short seller report
1653,1807,Bearish,nkla who buy at last week rollingonthefloorlaughing rollingonthefloorlaughing
1654,1808,Bearish,nkla jim cramer do his research too
1655,1809,Bearish,nkla i mean it when i say this be stupid refuttal actually trevor just validate hindenburg case
1656,1810,Bullish,nkla hindenburg well lawyer up sec go after slander and manipulation
1657,1811,Bearish,nkla rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing cant wait for the rh boy to dump this crap to buck facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
1658,1812,Bullish,nkla weekly chart look look to run this week and towards end of year as long await catalyst be announce
1659,1813,Bearish,nkla still red under
1660,1814,Bearish,nkla pain
1661,1815,Bearish,nkla monday dropofblood tuesday dropofbloodwednesday thursday dropofblood friday dropofblood
1662,1816,Bullish,nkla part of the nikola rebuttal be say they never imply the truck be move under its own power be you kid me so we be all just suppose to assume it be tow to top of mountain road pop in neutral and push down rollingonthefloorlaughing rollingonthefloorlaughing nkla be dunzo come to wkhs and make your money back usps contract imminent money mouthface
1663,1817,Bullish,nkla time for money
1664,1818,Bullish,nkla the sec will drop the hammer on hindenburglar now
1665,1819,Bearish,nkla bull be still celebrate that they roll the truck oh man
1666,1820,Bearish,nkla where be that bull that keep say bearface ooowwff i be steal that
1667,1821,Bearish,nkla rip
1668,1822,Bullish,nkla even gm be go to announce soon that hindenburg short seller report be false and misleading and also expect to increase the stake in nkla
1669,1823,Bullish,nkla mann this be go to rocket on market open rocket
1670,1824,Bullish,nkla hindenburg report the report from hindenburg an activist short seller financially motivated to manipulate the market and profit from manufacture decline in nikola stock price contain number of false and misleading statement regard the company operation and multi year groundbreake rampd effort among the stark example be the follow short seller mischaracterizes quote by bosch employee follow the publication of the short seller report bosch state specific instance in the hindenburg report quote bosch employee be take out of context bosch have also state the employee speak only about bosch own plan for the iaa industry show and hhaul project for the european union nikola and bosch be align on the product roadmap for the tre truck the truck be currently be build and commission in ulm germany and be pre production build hindenburg either recklessly misunderstand or willfully misrepresent the vehicle
1671,1825,Bullish,nkla ev and fcev be the future
1672,1826,Bearish,nkla look how excited they be you have long road wait till when your rh fairy come in
1673,1827,Bullish,nkla buy buy buy this be super crazy cheap now
1674,1828,Bullish,nkla hindenburglar founder see run into the airport this morning
1675,1829,Bullish,nkla short seller allege that nikola be not real truck and be in fact pusher the nikola be real truck that sit in nikola showroom pusher mean vehicle that be not design to be move by its own propulsion system the nikola be in fact design to be power and drive by its own propulsion
1676,1830,Bearish,nkla so basically every allegation be correct didnt talk about the miss solar roof large hydrogen station travis milton the rock star congratulation to the the bull you be catch in lie dont blame you but you have to blame tm
1677,1831,Bearish,nkla more bag holder create everyday here love it
1678,1832,Bullish,nkla the good cat company
1679,1834,Bearish,nkla how many new bull be buy without actually read the rebuttal lol
1680,1836,Bearish,nkla so let me get this straight there be page report say that nikola be scam so nikola create paragraph blog to disprove the research do facewithtearsofjoy rollingonthefloorlaughing facewithtearsofjoy milton say he be go to put together research clownface
1681,1837,Bullish,nkla smart people will long this sht right now
1682,1838,Bearish,nkla that rebuttal be bad than just stay quiet hahahahahahaah they basically admit to everything this be go to damage them beyond belief
1683,1839,Bearish,nkla the potential battery technology advancement be relate to an ongoing confidential rampd partnership with lead academic institution not zapgo another big promise
1684,1840,Bullish,nkla definitely no hill partyingface
1685,1841,Bullish,nkla and winner be nikola congratulation bull what beautiful monday morning it be
1686,1842,Bullish,nkla hindenberg liars
1687,1843,Bearish,nkla bet you hindenburg be already put together point by point response and reload up the short position because this turd just break again oh my fucking god this be go to be epic facewithtearsofjoy facewithtearsofjoy rollingonthefloorlaughe rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing
1688,1844,Bullish,nkla
1689,1845,Bearish,nkla crap there go again sorry bull
1690,1846,Bearish,nkla the world need to hear my rebuttal loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface
1691,1847,Bullish,nkla i predict to be the bottom that can comfortably be take as bottom and leave the investment for year to year term for good profit
1692,1848,Bullish,nkla you all play yourself why would gm invest in fraud company if they do not think it be legit hang tough bull
1693,1849,Bearish,nkla clownface
1694,1850,Bullish,nkla bear be run away can not do anything now smilingfacewithsmilingeye
1695,1851,Bullish,nkla wow talk about drop the hammer now i will watch hindenburg and all you bear burn
1696,1852,Bullish,nkla loading day
1697,1853,Bearish,nkla dude have follower hahahahaha hahahah dropofblood dropofblood dropofblood dropofblood
1698,1854,Bearish,nkla watch at open manfacepalminglightskintone manfacepalmingmedium darkskintone
1699,1855,Bullish,nkla looks like hibdenburglar be go out if business hehehe
1700,1856,Bullish,nkla it be already go up bear and this be crazy
1701,1857,Bullish,nkla mw nikola have contact the sec regard the hindenburg report gtgt nkla move up
1702,1859,Bearish,nkla warningselector warningselector warningselector warningselector warningselector guy i want everybody to pause for just minute and think about this you be all part of real history right here i cant find any other instance where corporation value at approximately dollar have so quickly rise to the top and thereafter plummet to the ground in such dramatic fashion this be the unraveling of of this country biggest frauds in real time facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
1703,1860,Bearish,nkla in motion vs in propulsion great way to avoid admit fact include the answer about use third party inverter not really full debunker as they only answer to few of the allegation list that can be answer what about the wire under the truck during of the showcase
1704,1861,Bearish,nkla they can hold it up pre market and maybe even for the day but this shit be go down no later than tmro back to premarket low
1705,1862,Bearish,nkla i cant wait for the market open rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing this be go to crash epic
1706,1863,Bullish,nkla gona be
1707,1864,Bearish,nkla nikola set the record straight by confirm everything hindenburg say be true you can not make this shit up facewithtearsofjoy rollingonthefloorlaughe facewithtearsofjoy rollingonthefloorlaughe facewithtearsofjoy rollingonthefloorlaughe facewithtearsofjoy rollingonthefloorlaughe facewithtearsofjoy rollingonthefloorlaughing
1708,1865,Bearish,nkla they have shot to right the ship and there it be this be do
1709,1866,Bearish,nkla rollingonthefloorlaughing dropofblood redheartselector faceblowingakiss dropofblood
1710,1867,Bullish,nkla after this say today be easy yes yes yes
1711,1868,Bearish,nkla intricate fraud build on lie and bs poor bull who invest here amp believe in this company what fucking smack to the face
1712,1869,Bullish,nkla truck be already haul for anheuser busch on public rad
1713,1870,Bullish,nkla the real
1714,1871,Bearish,nkla why be bull celebrate like it be not still significantly down lol
1715,1872,Bearish,nkla bounce then drop again
1716,1874,Bullish,nkla fire hindenburg
1717,1875,Bullish,nkla its on
1718,1876,Bullish,nkla just love it
1719,1877,Bearish,nkla i be correct they say themselves it be roll down hill facewithmonocleoh help me facewithtearsofjoy rollingonthefloorlaughingthis be too much
1720,1878,Bearish,nkla sell the idea buy the luxury steal investor money just to be cucke by own wife
1721,1879,Bullish,nkla beautiful report
1722,1880,Bullish,nkla bring bucket and mop for those short tear
1723,1881,Bearish,nkla who else feel brain dead read the bull comment here lol
1724,1882,Bearish,nkla well if this continue to show strength then at least hindenberg get sue to smithereen i cant stand that leech so all my would be option strategy could never be open but there be still time smilingfacewithhorns
1725,1883,Bearish,nkla the argumentation of nikola be so funny if that be all nikola should soon be very cheap
1726,1884,Bullish,nkla thank for the cheap share blimp
1727,1885,Bullish,nkla oh damn the bear be out in force
1728,1886,Bullish,nkla the rebuttal be finally here
1729,1887,Bearish,nkla the truth be relevant
1730,1888,Bearish,nkla rollingonthefloorlaughing backhandindexpointingdown dropofblood
1731,1889,Bearish,nkla trevor can fart and the bull will be like confirm they do in fact have natural gas
1732,1890,Bullish,nkla gm be on board it be stock at least not
1733,1891,Bearish,nkla mighty shorts are win big
1734,1892,Bullish,nkla hindenberg spank
1735,1893,Bullish,nkla hold on and buy more
1736,1894,Bullish,nkla love nikla
