index,sentiment,cleaned_message
3217,Bullish,double bottom signal alert snap more insight
3218,Bullish,snap glad i wait on this
3219,Bullish,snap this will hit buck in next week i be sit on strike call expire jun th looking for double or triple buy them on monday at low price go snapper
3220,Bearish,snap insider sell equal shit storm come gap down below by close on friday
3225,Bullish,patience while dbx morf into its huckleberry form
3226,Bullish,dbx take starter position here position fido own it contra look like fund be accumulate here
3227,Bullish,snap break and we out
3228,Bullish,snap chart great just break out of range from may
3229,Bullish,snap break out rocket rocket rocket rocket rocket chart look great look great yesterday too facewithtearsofjoy short be easy sucker thank in advance for your cash keep add please
3231,Bullish,snap lets fly
3232,Bullish,snap facewithtearsofjoycoming back to ghost the short
3233,Bullish,snap volume be low in the pm sell vol have be great than buy vol but buy vol increase buy vol vs sell spy move up usually support snap let 's see
3234,Bearish,snap drop of to come
3235,Bearish,snap it be overdue for pull back to
3236,Bullish,snap bullish chart guy notice the candle slow move high the last day those be buyer who have more power than seller today be profit take at the high above whole number be always support or resistance short it or buy put it be your money once facewithtearsofjoy
3237,Bullish,spy post this in my room yesterday good start for the projection aapl jpm ba
3238,Bullish,jpm smilingfacewithheart smilingfacewithheart smilingfacewithheart smilingfacewithheart
3239,Bullish,jpm be of my fav long set up here if we can break out of this channel
3240,Bullish,jpm wfc vz stor i be not sell huggingface grinningfacewithbigeyes
3241,Bullish,be careful here get the pop early so may be dip fb msft aapl
3242,Bearish,msft microsoft want chip in everyone can they be stop
3243,Bullish,spy rotation into laggard whiteheavycheckmark wfc aapl msft
3244,Bullish,fb msft aapl always buy the dip especially when the market be up pt reversal in this type of market be unlikely pop high be highly likely watch these to at each next minute
3245,Bearish,zm google meet microsoft teams cisco webex whatsapp facetime slack and god know how many and zoom be worth nauseatedface hmm okay sure yawningface its short rinse and repeat for me csco googl msft
3246,Bullish,the nasdaq will not fall without the mega tech therefore the nasdaq will not fall long long time mean no more than fb msft aapl
3248,Bullish,mu right here would be nice place to move over vwap and squeeze any short
3249,Bullish,mu we may finally get some action today be bore day so far id like to see before the weekend
3250,Bullish,mu another boring day but buyer be buy it up big order be go through
3251,Bullish,mu it be be heck of week
3252,Bullish,mu hourly chart
3253,Bullish,amd mu mrvl welcome to the upside down mu be lead my team all week
3254,Bullish,mu only volume be on the upside pick up the call for next week
3255,Bullish,mu as we get close to we will see move
3256,Bullish,mu attempt to fill the gap keep get bid up were in for move as soon as we cross vwap
3257,Bullish,spy msft buy alert trigger
3258,Bullish,msft msft
3259,Bullish,msft all dip be be buy sell if you want
3260,Bullish,aapl sell entire swing bigly greed kill hit goal time spy msft
3263,Bullish,ttm love it smilingfacewithheart eye
3265,Bearish,race nio ttm fyi fy
3266,Bearish,deathcross rs at hilo ty hold pe div reliance stock trade finance market
3268,Bullish,spy qq iwm every celebrity will be covid positve its call clout chasing they want to keep there name relevant on twtr and social medium sad but true i be sure tom hanks will get fake news exclusive interview
3269,Bearish,today twtr show sell signal ta for short term technical analysis source
3270,Bullish,pin twtr pre announcenent be very positive for pin yes of course there will be slight miss to advertising revenue short term but mdaus be up at the beginning of any social medium companys growth stage like pins growth in mdaus be more important than short term ad revenue spec it be all about the growth of daily average user pin will also have great surge in daus like twitter slow advertising revenue be always short term in nature but daus tend to increase and stay at that level mean more long term ad revenue from large user base more eyeball long term bullish scenario long term
3271,Bullish,spy aapl msft djia qq coronovirus gang pampe it up market go up tomorrow
3272,Bullish,spy aapl msft amd squeeze them
3273,Bullish,msft this be the work from home stock it will spike tomorrow
3274,Bullish,snap thumbsup thumbsup
3275,Bullish,snap short covering buyer will see that and will be add on shortly
3276,Bullish,snap find tomorrow if this reversal be for real i hope it be no position now eye
3277,Bearish,i will start with my favourite tlry pump by the ceo to per share at valuation of bn at that point they have an annual revenue of and annual loss of this be do through combination of pr interview small float and mkt manipulation who end up hold the bag retail investor i warn them against it for year tlry trade at at the moment tsla not profitable for year yet the ceo be the good pay ceo in the us with compensation of over bn per year who be pay for it you ask bank and investor not his company snap not profitable for year yet again ceo get massive compensation with net worth of bn this be only allow by hype my point be there be moral hazard here these people be clearly use the clueless investor to enrich themselves and then close the shop they dont care they get their money
3278,Bearish,bro i know you know what it stand for but what it mean be completely lose on you ok lets try this game in what way can be arpu influence how can company like snap drive it
3279,Bearish,wow i be very very glad you say that because that exactly capture my point and i have be write lot about it in the past week or so and it be surreal i find someone with this kind of thinking on trash stock like snap i name before value of the company be exactly what the number on say it have be like that throughout the history fundamental always prevail soon or later just because we have an irrational market for the past year fuel by cb and cheap debt it do not mean valuation be not important they be not in bubble market but we leave that market week ago and go back to reality most of the bull on these trash stock like tsla snap spce and many other dont even know what bear market be but they will soon learn we be head into recession ad spend will be the first thing company will cut in order to survive
3280,Bearish,be that even english how much be you down on snap salty much poor little snowflake maybe next time research bit more before throw away your money lol
3281,Bearish,of course the pump and breakout be do by computer which then dump into willing investor which in this case be retail this be of the top most popular stock among retail institutional ownership be small at snap and will be even small next time this report retail prob own of all snap and will be the first to sell when the crisis hit good luck with your investment lol
3282,Bearish,it do not matter where the stock be before fundamental matter when tlry be at it have haircut yet now it be trade at why because it should have never be at in the first place snap be at only because we be in bloated bubble market where company do not need to make profit because there be enough money in the system we leave that market few week ago anyone buy speculative company at this time of uncertainty be foolish fair value of snap in the time of crisis be around i dont call that discount i call that further downside
3283,Bearish,snap i be wonder why be this trash pumping here be the answer ugh millennial be so clueless about the market
3284,Bullish,snap still think it be pretty dumb to be bearish here only chart chaser think it be good idea
3285,Bullish,snap look at this triple support previous bull flag move average and the support zone go up
3286,Bullish,snap resistance be the new support good entry here
3287,Bullish,snap its not too late hop on
3288,Bullish,mil subscriber month mil month go from there and in oct the licensing to majority of their movie with nflx and amzn expire think theyre go to renew doubful
3289,Bullish,nflx damn wish i be watch this today congrats longs
3290,Bearish,nflx omg dollar already in day calm down you be already up on the quarter
3291,Bullish,like million other people besides you sign up for disney bro dis nflx amzn
3292,Bullish,aapl now all the genius be say now be time to buy no the time be last week the week before that when everybody be sh pant panic and sell everything even stock they didnt own facewithtearsofjoy now with the fed come in congress come in thing be go to start to settle down confidence room start to come back nflx fb ko dis
3293,Bullish,dis mil subscriber to date go to add another million tomorrow that about mil almost billion annual revenue and its just start move over nflx and amzn disney go to pull the rug out when they dont relicense their title with you
3294,Bullish,amzn stay green please tired of see market puking american leaders do the right thing please
3295,Bearish,amzn thank you now let head down
3296,Bearish,amzn tech stock have be really strong in this market my only pause be possible rotation that could happen into beat up stock and out of tech
3297,Bullish,quotwhy im tell my follower im bullish longquot solid scientific opinion from top notch stanford scientist and economist be my answer please see the link to be successful in the market you need to rely on solid datum take them directly from the source unaltered as i do i talk to expert directly face to face who be not influence by external and unrelated motive aapl tsla amzn spy btcx
3298,Bullish,amzn wondering who sell more toilet paper wmt or amzn
3299,Bullish,spy intc amd amzn nvda hit bottom
3300,Bullish,amzn eye eye like it
3301,Bullish,plug plug plug plug whether bear market or recession or corona virus plug be at least stock gendrive forklift work hour day in all warehouses amp distribution center of amazon amzn amp walmart wmt consuming more than nasa industry leader no company in the world real american company thats real tough work but plug be successful so plug deserve
3302,Bullish,amzn your wallet will be assimilate
3303,Bullish,aapl boom
3304,Bearish,spy aapl msft goog it will fall tomorrow continuously do not buy today
3305,Bearish,aapl sub
3306,Bearish,tsla aapl apple at last time it be this price be sept when tesla be guess which be sell
3307,Bearish,msft i guess no matter how low this be no level be safe i think its nothing but bear play now may as well short and hold and make million
3308,Bullish,amzn aapl shop msft googl come on government save us save us save us remind me of the say quotits recession when your friend lose their job its depression when you lose yours quot
3309,Bullish,msft incoming
3310,Bullish,zm and tdoc have become the aapl and msft in this downtrend surely go for all time high each week do not chase
3311,Bearish,msft go short bigly here for scalp negative divergence pick up on the min get toppy spy aapl nflx
3312,Bullish,snap my new fav name here
3313,Bullish,snap fear be fade in the market uvxy and tvix say so grinningfacewithbigeyes
3314,Bearish,yeah i know he be an idiot when i be short snap back in he be of the cheerleader his average be definitely not as he be buy heavily in
3315,Bearish,my snap put contract now
3316,Bullish,snap give me some tequila bitch
3317,Bearish,maybe we should make it fair and you should also share your snap position like real man
3318,Bullish,snap you see bear cry for it to stop you know the squeeze be still on
3319,Bearish,levermann us bigcap sell wk jpm pg vz ma unh mrk bac ko pfe
3320,Bearish,jpm you do not buy even it go to
3321,Bearish,spy run on bank start tomorrow lose you job stop pay the mortgage whats next need help trump will let you withdraw from your retirement plan early without penalty and there go the job market the real estate market and the stock market jpm ge amd
3322,Bullish,so apparently slime want it to crash even hard tomorrow great thumbsuplightskintone good job slime but make no mistake it be all on purpose so call rancor in dc with pelosi amp co be nothing but dog and pony farce stage for mass consumption of all of us dumb ass aka the masse spy jpm tsla fb aapl
3323,Bullish,jpm bac ibm mrna while the little investor be panic the wealthy institution and fund manager quietly load up on premium stock i know they have absolutely no doubt all blue chip stock will rebound as soon as the covid panic be under control the fed relief package will stimulate the market this come week good opportunity to buy and hold just my take clinkingglasse bottlewithpoppingcork
3324,Bullish,bank be the strong sector in this crisis nonetheless all blue chip stock will rebound big time as soon as the covid panic be under control jpm bac
3325,Bullish,agree im more invest in bank than fang once interest rate increase bank will get huge profit this be great opportunity for bac jpm
3326,Bearish,jpm target below will crash in straight line good short candidate
3327,Bearish,spy house value likely to drop significantly in this bear bearface market unemployment likely to be over at some point soon no job no money aapl vxx
3328,Bearish,spy if only trump tell the american people in january that we be mobilize for cv on all front and be prepare what be happen in china be terrible but we will be ready prepare to sacrifice as country what if aapl vxx
3329,Bearish,aapl it be well to wait calmly for the bottom then jump in before there be bottom because the bottom may be
3330,Bearish,spy thursday weekly new jobless claim will be day of reckon for market passive investor worker and trump minimize the threat of cv by trump to not spook market backfire on his ass now month late for test the market crash and more people be die thumbsdownmedium lightskintone aapl tvix vxx
3331,Bullish,tvix do not think china china do not sacrifice their own people after develop the cv virus microbe biological warfare to take down western economies and payback against trump year of tariff and suffering by the chinese people and economy justify china decision trade deal be careful who you shake hand with trump vxx uvxy spy aapl
3332,Bearish,aapl quotapple next support zones to controlquot by thinkingantsok chart explanation price break the ascending tren
3333,Bullish,lets hope the last hour of aapl friday be quadruple witching
3334,Bullish,aapl unfortunate to see so many bear today friday be always to dump the stock in such situation monday you will see stimulus pack roll out and market will rally at least point it should be above again reason i get call of aapl before market close so it have to rise
3338,Bullish,spy qq amzn aapl goog you guy see the price action today
3341,Bullish,twtr these guy have bn cash go buyback bn now thank you then sell to goog
3342,Bullish,enph and spwr be go to control the market this year with these smart home energy system be sell now will investor realize soon who the next president will be hello go green be an understatement sun be our power go forward forget the market today by some solar stock at half price tsla aapl goog you will buy tesla with your solar profit by the time election be here google it on your apple phone biden be kill it go green if you like it or not
3343,Bullish,its get cheap kid and genz will increase usage but they lose money avoid twtr be the buy here will be acquire goog
3344,Bullish,amzn goog cost fb spwr sun power and smart home energy be the way for president biden will make solar mandatory just as state already be do i add to all my solar stock today be bargain to add too think about it trump be out after this mess he stand by and watch develop biden win in november and solar be king again
3345,Bullish,twtr in fact i could argue and may write this up on seek alpha stock should be up on covid magnifie platform value increase usage set up for ad rebound and enhance strategic global value for buyer like goog strong buy near term target this month
3346,Bullish,flex aapl goog fb biden to be next president after day like this that mean solar stock to climb climb climb
3347,Bullish,tsla goog aapl cost amzn vp biden go strong in these primary election and now be head full speed to be democrat candidate open the door wide open to all solar stock every state will be mandate to have solar either way just like california you cant catch any sickness from solar
3349,Bearish,nflx sorry guy no job no netflex its still luxury item plus no new content plus new competitor sub will tank with sp could see under
3350,Bullish,if you dislike bat eat like my post i dislike bat eat moron be defend bat eat on this board i tell him im not the only who dislike bat eat amd fb nflx msft mu
3351,Bearish,nflx how be this shit still above jesus
3352,Bearish,nflx no way it hold everyone be sell everything except corona stock
3353,Bullish,nflx load spy call crazy cheap goodlord
3354,Bearish,nflx finally at you decide to fall over my god more fraud please
3356,Bearish,twtr lol who really believe joe be capable
3357,Bearish,where be all the bull who be tell you to buy twtr at theyve all sell their share with huge loss or if theyre really dumb theyre still hold and will end up sell between
3358,Bearish,twtr decline during the great bull market in history now in bear market twtr be decline even fast twice as much as the market horrible stock great short
3359,Bullish,csco msft fb nok twtr these be my long go forward buy the dip
3360,Bullish,aapl twtr green end of day be safe everyone amp god bless us all
3361,Bullish,twtr i be in long
3362,Bullish,twtr enter slightlysmilingface
3363,Bearish,twtr come on
3364,Bearish,twtr will soon have less than market cap ex cash once it trade down to share bull still think it wont happen just like they think wouldnt happen when the stock be at and at they think be impossible
3365,Bearish,twtr look for in week
3366,Bullish,twtr its up only today but the market index be all up to it should be up at least or more tomorrow
3367,Bullish,twtr fb snap you would think these would be perform well right now since no have anything else to do besides go on the internet i guess there be less ad spending
3368,Bullish,twtr almost share be buy it will be up huge soon
3369,Bullish,advance vs decline volume be ratio show more people be buy on up day than sell on down day twtr
3370,Bearish,my short watch list but not until they rally first crm twtr dis cat more
3377,Bullish,spy be the loose hand out yet christ sake amzn aapl googl fb
3378,Bearish,aapl even this weekend will be bad or be bad number price in
3379,Bullish,aapl buy with start bounce today
3380,Bearish,aapl be not this last friday wow down point
3381,Bullish,aapl turn the damn tv off and trade they be all try to scare you wash your hand cough into your arm and do not put your hand near your face jeez my mother teach me that at year old oh and do not carve up peacock for dinner
3382,Bullish,aapl this be so ridiculous the hype of this flu strain provide great buying opportunity apple balance sheet solid
3383,Bullish,spy aal aapl csco death due to disease tragic but decease in past month be facken kid me facewithtearsofjoy the response be kill the market but will halt the death short squeeze will favk up rocket rocket rocket rocket if you doubt that will be rocket fuel rocket facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
3384,Bullish,aapl here come the trump treasury plunge committee just when you least expect it
3385,Bullish,aapl amzn msft tsla acb of all the many fine intelligent imaginative forward think charismatic people in the wonderful usa how do we end up with trump as leader of the above disgust at how he be quothandlingquot this crisis
3386,Bearish,tsla spy for real time to get ready to go to work you degenerate gambler
3387,Bearish,tsla bull take profit this be head to the
3388,Bearish,tsla rain blood
3389,Bearish,tsla bull why would this suddenly go back up
3390,Bearish,tsla perma bull will not know what hit them after the weekend
3391,Bullish,tsla bear be do specially after this weekend go to wreck you
3392,Bullish,tsla will double my position at kick myself during the run up for sell at ready for my second chance
3393,Bearish,spy tsla omg cnbc wamboozle me on that aflac trivia question kinda like the market all this week
3394,Bearish,tsla nice bull trap set up historic drop like yesterday will have some follow through technical damage be serious
3395,Bearish,tsla skull cat
3396,Bullish,tsla load up will shoot up log higher
3397,Bullish,tsla profit sit in ny
3398,Bullish,spy spce tsla cut rate announce today let 's see how will the market react thinkingface
3399,Bearish,tsla it be reverse guy
3400,Bullish,tsla bear get punkd
3401,Bearish,dont forget jacks priority they be square africa and bitcoin if you think twtr be big part of his daily routine youre mistaken he depend entirely on his quotexecutive teamsquot to run twitter in other word it be leaderless company
3402,Bearish,twtr this will slowly go down to dont get fool by this ping pong action
3403,Bullish,twtr let us go plus tomm
3404,Bullish,i will give you that fine what about twtr why be twtr get crush
3405,Bullish,twtr well not catch the virus
3406,Bullish,twtr if do not buy today ur not american
3407,Bullish,jpm heres level you can trade from prior ath jpm
3408,Bearish,gs put under
3409,Bearish,spy djia qq my assumption be that bank will follow gs people will panic and will want to get cash i just take out to have in hand
3410,Bearish,gs just send an internal memo that they may shut down for week because they have lot of traveler spy djia qq tsla
3411,Bullish,our top suggestion be amat gs emr bmy ba for hold long more information about buy price range chart expect buy return and option price be give in our closing bell video only on justrading youtube channel check it out remember to subscribe and click the bell to be up to date with our daily stock analysis and suggestion that we give it for free thank part
3412,Bullish,roku snap msft
3413,Bearish,snap here more trade i post for free free for anyone to follow of the many winning trade i post this week i will stop post my trade once i hit follower only those will get my trade at that time free to follow aapl msft tsla amd
3414,Bullish,snap hope the hold tomorrow will be interesting
3416,Bullish,snap love these discount moneybag moneybag
3417,Bullish,snap any day this be about to jump from this bull shit
3418,Bullish,snap snap need to toss investor bone give us some news and roll out this new update
3419,Bullish,snap the exciting feeling ya get when you be less broke than minute ago lol
3422,Bullish,twtr pray for me
3423,Bullish,twtr my last add here at these level now i be just gona sit back and watch
3424,Bullish,snap twtr the sm company worth my bother the other big sm company which shall remain nameless in this tweet ive be build short position in
3425,Bearish,twtr well short ever
3426,Bullish,twtr brace yourself
3427,Bullish,twtr lambos
3428,Bullish,twtr what deal at these level
3429,Bullish,big brain jack still need to lead in sq twtr
3430,Bullish,twtr buy every dip to
3431,Bullish,nflx strong during the sell off
3432,Bullish,amzn googl nflx love these volatile amp bi polar mkts flip out of my wkly put into call yesterday near the close make killing day after sell most and take profit also nibble on some ethx near days morning low will do the same btcx when be find new support
3433,Bearish,nflx be come soon
3434,Bearish,nflx so damn rude hope you crash into asap
3435,Bullish,nflx nflx call to begin the day
3436,Bearish,nflx boo fraud number nobody type ever in history
3437,Bearish,nflx wtf kinda fraud be that you dont gain over dollar in minute
3438,Bullish,amzn nflx nvda aapl fb hold long chartincrease moneybag checkmark
3439,Bearish,nflx please netflix take my money take my money because i need to watch your special kevin spacey flix
3440,Bearish,remember that the only reason twtr isnt at an all time low right now be because weve have of the strong bull market in history now that the bull market be over dont be surprised to see twtr drift back down into the
3441,Bullish,twtr not bad performance at all what day great buying opportunity will use this sound to deep sleep tonight
3442,Bullish,twtr oversell
3443,Bullish,bynd dnkn the best part of investing be the rampd smilingfacewithsunglasse crystalball chartincreasing facewithmonocle broccoli hamburger
3444,Bullish,bynd rvol vwap slope be bullish and climb patience pay as this squeeze finally trigger daily look good too above and rise away from same mcd dnkn bynd
3445,Bullish,need jpm to upgrade beamingfacewithsmilingeyes
3446,Bullish,brilliant mind think alike small cover call same on adbe and aapl my cost basis on them be sinful as you know
3447,Bullish,spce tsla tndm aapl
3449,Bearish,aapl i take the amp run keep my gain i will be back tho
3450,Bullish,aapl amzn spy goodness sake if you all investor and institution really want the market to drop to do market cycle correction then bring out well bearish news i understand it be near all time high and lot investor want to buy in low but the big boy can not do nothing about the uptrend lol market too strong sorry we load call easy money come at me watch i bank esf
3451,Bearish,aapl hello
3452,Bearish,tsla gs can now get your token underwriter upgrade over with we all know its come and will be short it
3453,Bearish,tsla for stocktwit sake how many tesla bull actually own tesla vehicle if you believe in the company so much and not here just for quick profit loss why do not you own the product
3454,Bullish,find an etf that have exposure to this tsla etc if you want to get in high flyer if youre go to try option for quick strike consider paper trading at first and invest mo in st as well invaluable advice to be find here
3455,Bearish,nio tsla nio be the short of the year
3456,Bullish,tsla this company will advance the share holder us to another level of human and it will also build car upside downface
3457,Bullish,tsla i promise that i have dreamt over and over that tsla hit on the opening it be good dream i will be happy with at the opening
3458,Bullish,tsla elon be freakin genius look at his shrewdness he know the market be close on monday option trading be out stock movement be out but you can still purchase his discount price he now tweet all this good news about tsla convince people to buy and rest assure with the market close on monday those share will sell pretty quickly the guy be masterpiece
3459,Bearish,tsla analyst all talk
3460,Bullish,tsla the trade be week ago because there be so much imply volatility calculate in now that definitely take toll to option call and put last week i be bullish lt there be still good trade out there just go to cost you more and pay out less but it will still pay out lot
3461,Bullish,tsla up rightarrowselector bomb fire rocket up rightarrowselector bomb fire rocket rocket rocket rocket rocket rocket rocket follower and his last tweet be beauty tesla be ramp up solar roof installation across the usa training will be provide so no prior experience need apply at
3462,Bullish,tsla be so far ahead than all of the other automaker its not even funny it will take them year and billion to catch up wait until the new battery they will announce on battery day
3463,Bullish,tsla oh boy look at thinkorswim carefully good job do elon pay you guy off be the scam
3464,Bearish,new document reveal driver agony and confusion during the fatal tesla model crash in florida tsla
3465,Bullish,tsla just week seek alpha write an article that tsla will tank what happen they just come out with this article contradict last week bomb bomb be come
3466,Bearish,musk say lot of stupid shit all lie tsla have lose money for straight year will be massive loss
3467,Bullish,tsla option be pretty cheap on friday
3468,Bullish,tsla watch mr musky high his discount price on tsla share to it be all trap
3469,Bullish,tsla the mere fact that this forum have be the busy the past hour apple say something i wonder about the volume tuesday
3470,Bearish,tsla vw id launch in europe in march start at under eur and gas up to mile range go for the jugular model come in be even well
3471,Bullish,tsla fake news that happen last week will probably not effect the stock true fact that be come out late today should effect the stock
3472,Bearish,tsla plan german gigafactory forest cutting stop last minute by court chew on that
3473,Bullish,tsla wow fire fire fire fire fire fire fire fire fire fire fire fire fire finally its good news as china see big drop in new virus case beijing china report virus death and dip in new case on saturday feb while the government announce new anti disease measure as business reopen follow sweeping control that idle much of the economy
3474,Bullish,tsla china germany virus improve tsla handbook leak motley fool article and more to come fire fire fire fire fire fire fire fire fire
3475,Bullish,good bc tsla do not need fart like that anyways
3476,Bullish,tsla tesla to the moon more mile per come car out and german giga factory be true cant wait come month
3477,Bullish,tsla again it may end up bearish tuesday morning however base on news anybody at this moment claim bearish be not be rational
3479,Bullish,snap an illustration of my recent post gap fill time
3480,Bullish,snap have quite the gap to fill next week
3481,Bullish,look at this for second here be month worth of swinghomework call so if we just ride them pig instead of jump in out this be the gain as of today im not say keep them forever but dont be blindly buy chasing or sell stuff for random reason stick to the rule we learn with the team and bank moneybag moneybag study amd spy snap spce
3482,Bullish,snap there be big chance it be not go to be today to ish because of recent upward trend follow same patrern should be next week tuesday or wednesday
3483,Bearish,snap were lose him doc
3484,Bullish,snap google could make ar glass that do the same thing if not little well but they can not connect them to service to share footage on thinkingface
3485,Bullish,snap reason why snapchat believe they can get people to wear them not google because you use these glass to connect you to social network to share content before they become ar glass
3486,Bullish,snap direction base display in ar glass cool
3487,Bullish,snap patent ephemeral storage
3488,Bullish,snap price target for tuesday wednesday
3489,Bullish,hmm ttwo look so cheap that msft goog amzn or aapl can easily buy it out with their pocket change smilingfacewithsunglasse
3490,Bullish,nvda if intc wasnt run by moron they would have buy nvida i wouldnt be surprised if aapl or goog make an offer
3491,Bullish,goog can we get today
3499,Bearish,amzn will this go back to pre er price at like aapl and msft it would depend on market condition next week
3500,Bearish,amzn bezos get reject from dollar club aapl msft googl
3501,Bullish,nflx beast be hold well
3502,Bullish,googl here be what i see for fang after googl earning googl beat lift fb and the entire group go up together amzn nflx rotation happen
3505,Bullish,sfix today strength flexedbiceps flexedbiceps flexedbicep in this stock be not surprising gtgtgt fund manager just rotate out of super overbought winner into undiscovered extremely oversold lagging gem gemstonelike sfix for run rocket rocket rocket profitable dollarbanknote dollarbanknote dollarbanknote every year since gtgtgt debt gtgtgt growth rocket every quarter gtgtgt sector leader in the grow apparel personalization space utilizing propriety advanced days analytics amp algorithms death skullblow to bricks amp mortar gtgtgt the future nflx of clothing shopping shoppingbags as millenials professionals do not have the time to go to the mall with their busy schedules whiteheavycheckmark whiteheavycheckmark whiteheavycheckmark gtgtgt patience moneybag moneybag moneybag gtgtgt smart money dollarbanknotealready accumulate down here at these bargain basement price
3506,Bearish,its go to be blood bath the bull can delude themselves all they want as the price continue to decline its the bear that be get rich twtr
3507,Bullish,nibble snap and twtr
3508,Bullish,twtr bird head north
3509,Bullish,twtr guess who backk
3510,Bullish,twtr love blowout earning then these fool slap us with pt day of reckoning be upon us
3511,Bearish,amzn tsla goog nflx moodys warn today in its report that coronavirus could be quota black swanquot event for the global economy and the global financial system like no other article weekly market outlook coronavirus may be black swan like no otherpdf
3512,Bullish,we the bull will continue count the money in the morning amd fb nflx msft mu
3513,Bullish,market be so bullish im tell ya amd fb nflx msft mu
3514,Bullish,no offence intend if you love corona amd fb nflx msft mu
3515,Bullish,what be i amd fb nflx msft mu
3516,Bullish,lee llit lulu ma mgen ndls nee nflx nnvc nsc nymx ostk out payc pcg wtb
3517,Bullish,aapl aep ahpi akrx amd amed ato axp ba cbio cbli cost cpah crm cvx wtb
3518,Bullish,spy aapl msft amzn i dont know about you asshole but im love this dj trump presidency hes play all the good song all day long dj trump baby everything all good with him in charge if you vote for any of these socialist democrats you deserve to get destroy santaclaus santaclaus santaclaus
3519,Bullish,fb amzn aapl msft anyone so much as mention the coronavirus be instantaneously block from now on
3520,Bullish,we be almost there amzn aapl fb msft
3521,Bullish,amrn aapl stml scyx if you watch only documentary it should be this god bless these doctor and researcher
3522,Bullish,aapl this should easily gap up to tomorrow
3523,Bullish,spy tvix aapl spy current behavior have show that drop be just consolidate respectable pullback investor that buy in at the beginning of only buy the dip of fear to compound over amp over can easily be year rally with bear call crash at
3524,Bullish,aapl tomorrow
3525,Bullish,spy all time high baby be call the dip since monday lets go bulls super bowl week money repo team back once again sippin henn mixed with juice and gin join them ba aapl amzn tsla
3528,Bullish,goog gap fill now time to rage to follow this group successful trader take trade to the bank
3529,Bullish,goog amp gwph it be not to late
3530,Bearish,goog from technical standpoint decline be loom in the short term
3531,Bullish,goog grab call googl
3532,Bearish,aapl me like most fair value investor should be agree to what paul meeks have to say about valuation of aapl but yet repo drive market be rape the market to satisfy an orange man and his campaign to make slogan bring it on spy msft goog baba
3533,Bullish,goog gwph
3534,Bullish,goog sideways isnt bearish
3535,Bullish,people will just keep chase these all year as they go up amzn goog aapl baba msft
3536,Bullish,enph goog amzn the lead hvac maker like carrier and trane be say the future smart hub of home will be the solar inverters smart dc to ac inverter attach to the back of each solar panel the ability to throttle down safe ac power from the roof to then come into the home as need be essential for the home of the future throttle the current in and out of home battery storage be also crucial with utility like pcg unprepared to supply california reliable power yet enphase be the only company with product and how storage capable of such task the iq inverter be only make by enphase encharge be the only battery system presently make with iq inverter within them they can throttle down the entire roof power as need for the home and battery load no else can do this not tsla
3537,Bullish,fit regulatory risk be way over hype not go to get block apple have strong position in wearable gov want to see goog android as strong competitor
3540,Bullish,nflx talk about an epic bear trap here party start when we close above on candle
3541,Bullish,nflx take stab at jan at retracement may retrace to where i would add
3547,Bullish,amzn if this get any significant move this week ill shit myself
3548,Bullish,amzn poise for run good here
3549,Bearish,amzn china be already whine about the deal
3550,Bullish,nflx option trader sell jan put buy jan call collect for package on expiry if nflx in range make make for with stock above lose for with stock below pnl turn negative below check out all option structure that have trade in this and any other symbol today for free on mobile friendly during market hour you can also see streaming option trade for free at volsagecomstreamingphp
3551,Bullish,nflx its time its be long time come time to go to this week
3552,Bullish,nflx the bull pattern be confirm amp buy signal be issue buy level target
3553,Bullish,nflx nice to see this gain today
3554,Bearish,nflx netflix you cross the line watch your stock plummet everyone i know and im go to get every single that i can to cancel netflix disrespect my jesus my belief youre disgrace netflix
3555,Bullish,chgg find support and buyer we buy long call stay with quality not the nickle dime stuff
3556,Bullish,chgg todays action couldnt get any well merry christmas to us not only be the ma reclaim last week but today we get confirmation through lift off through resistance likely will retest resistance this week possibly tomorrow but all time high before the end of the year be strong possibility bullish big time feast your eye on this beauty of chart
3557,Bullish,chgg sp now look like it want to confirm properly resolve bull flag today dma now rise above all other ma
3558,Bullish,chgg sp now look like it want to confirm properly resolve bull flag today
3559,Bullish,growth stock im watch for next week snap chgg adsk ely wpm and more like these setup and have alert set in show in chart
3560,Bullish,today chgg show buy signal ta for short term technical analysis source
3561,Bullish,chgg try hard to reclaim the ma today very bullish if can and no reason why it shouldnt
3565,Bullish,bynd be overhype now trade at an attractive discount dnkn mcd
3566,Bullish,dbx slo sto worm city get frisky daily chart
3567,Bearish,dbx chart look like its about to break down options optionalert requestedchart
3568,Bullish,msft and there go your total drop for the last bearish session lol
3569,Bullish,sls thinkingface lightbulbhe guy someone call mr william henry gates to buy this company telephonereceiver msft
3570,Bullish,msft buy more reach my goal now i want to double it in year
3571,Bearish,fb be the fool that make fun of me hour ago when predict red day
3572,Bullish,fb stock be move so fast on buy and sell point no chance to play it unless you be an algo today just need to be patient and wait for the breakout
3573,Bullish,btcx if you be not able to handle volatility invest in like of aapl or fb we be here for long term
3574,Bullish,fb i love that facebook be run towards more regulation amp set the standard for other
3575,Bullish,fb market maker really fuck someone on that dip
3576,Bullish,bear do not get discouraged we need your every step of the way idiot aapl nflx tsla amzn fb
3577,Bullish,fb up today on weekly but itll go much high
3578,Bearish,fb red come
3579,Bearish,fb mm plan change sell look tired
